campaign;balance;housing;loan;contact;age;duration;poutcome;job;_ID;day;previous;pdays;marital;education;month;default;y
10;0;no;no;cellular;83;140;unknown;retired;633;18;0;-1;married;secondary;mar;no;no
1;280;no;yes;cellular;33;155;unknown;management;635;18;0;-1;divorced;tertiary;nov;yes;no
5;2195;yes;no;unknown;41;211;unknown;blue-collar;636;3;0;-1;divorced;primary;jun;no;no
4;33;no;no;cellular;31;165;unknown;self-employed;637;6;0;-1;married;secondary;aug;no;no
5;275;no;yes;cellular;35;144;unknown;blue-collar;638;10;0;-1;divorced;secondary;jul;no;no
8;887;no;no;unknown;57;43;unknown;admin.;640;20;0;-1;divorced;unknown;jun;no;no
2;0;no;no;unknown;56;471;unknown;unknown;641;20;0;-1;married;unknown;jun;no;no
2;1178;yes;no;unknown;53;295;unknown;admin.;642;15;0;-1;single;secondary;may;no;no
10;890;yes;yes;cellular;32;27;unknown;entrepreneur;644;28;0;-1;single;tertiary;aug;no;no
2;272;no;no;cellular;56;103;unknown;technician;646;26;0;-1;married;tertiary;aug;no;no
3;6269;yes;no;telephone;46;249;failure;management;647;18;2;112;divorced;tertiary;nov;no;no
4;178;yes;no;cellular;29;231;unknown;entrepreneur;648;5;0;-1;married;secondary;may;no;no
2;252;yes;yes;cellular;60;123;failure;management;649;13;3;147;married;primary;apr;no;no
2;23663;yes;no;cellular;33;199;failure;housemaid;650;16;2;146;single;tertiary;apr;no;no
1;81;no;no;cellular;27;197;failure;entrepreneur;651;5;3;199;single;tertiary;feb;no;no
2;59;yes;no;unknown;50;67;unknown;self-employed;652;28;0;-1;divorced;tertiary;may;no;no
1;1343;no;yes;cellular;45;220;unknown;services;653;8;0;-1;married;secondary;jul;no;no
6;225;no;no;cellular;58;122;unknown;retired;654;7;0;-1;married;secondary;aug;no;no
7;0;yes;no;unknown;59;104;unknown;retired;655;26;0;-1;married;primary;may;no;no
6;2538;yes;no;cellular;58;307;unknown;retired;656;31;0;-1;divorced;primary;jul;no;no
1;43;no;no;cellular;64;117;success;retired;657;11;1;91;married;primary;mar;no;no
1;57;no;no;cellular;47;253;success;technician;658;5;1;342;married;secondary;may;no;no
2;-117;yes;no;cellular;40;770;unknown;management;659;17;0;-1;married;tertiary;jul;no;no
1;666;yes;yes;cellular;36;190;other;technician;660;3;1;133;divorced;secondary;apr;no;no
2;1034;yes;no;cellular;53;854;other;entrepreneur;663;19;3;170;married;primary;nov;no;no
6;324;yes;no;unknown;46;293;unknown;blue-collar;664;30;0;-1;single;secondary;may;no;no
1;0;no;no;telephone;54;986;failure;technician;665;16;8;94;married;secondary;nov;no;no
1;0;no;no;cellular;32;66;unknown;management;666;19;0;-1;married;tertiary;nov;no;no
1;621;no;yes;cellular;55;114;failure;management;667;2;1;208;married;primary;feb;no;no
1;138;no;no;cellular;55;205;unknown;retired;668;17;0;-1;divorced;secondary;jul;no;no
4;4063;no;yes;telephone;56;31;unknown;technician;669;28;0;-1;married;secondary;jul;no;no
1;11084;no;no;unknown;40;113;unknown;blue-collar;670;11;0;-1;married;secondary;jun;no;no
1;310;yes;no;cellular;44;200;failure;technician;671;6;1;253;married;secondary;feb;no;no
1;73;yes;no;cellular;32;158;failure;entrepreneur;672;21;1;135;married;unknown;nov;no;no
4;1808;yes;no;unknown;33;99;unknown;management;673;4;0;-1;married;tertiary;jun;no;no
3;1281;no;no;cellular;41;45;unknown;unemployed;674;31;0;-1;divorced;secondary;jul;no;no
4;64;yes;no;cellular;37;239;other;technician;675;12;2;278;married;secondary;may;no;no
3;2;yes;no;telephone;58;168;unknown;management;676;11;0;-1;single;tertiary;may;no;no
2;60;no;yes;cellular;52;196;unknown;blue-collar;677;26;0;-1;married;secondary;aug;no;no
6;133;no;no;unknown;49;319;unknown;services;678;11;0;-1;single;secondary;jun;no;no
3;3706;no;no;unknown;44;209;unknown;housemaid;679;17;0;-1;married;primary;jun;no;no
1;174;no;no;cellular;28;184;unknown;admin.;680;28;0;-1;single;unknown;sep;no;no
2;251;no;yes;cellular;31;156;unknown;technician;681;29;0;-1;married;secondary;aug;no;no
16;4153;yes;no;cellular;37;35;unknown;self-employed;682;31;0;-1;married;secondary;jul;no;no
2;985;yes;no;cellular;30;88;unknown;technician;683;19;0;-1;single;tertiary;feb;no;no
2;1550;yes;no;cellular;46;126;failure;services;685;16;8;149;married;secondary;apr;no;no
5;7708;yes;no;cellular;47;157;unknown;management;686;21;0;-1;married;tertiary;nov;no;no
5;-12;yes;no;unknown;35;212;unknown;blue-collar;687;12;0;-1;married;primary;may;no;no
1;6483;no;no;telephone;80;123;unknown;management;688;19;0;-1;married;primary;oct;no;no
5;60;yes;yes;unknown;30;306;unknown;technician;689;7;0;-1;single;tertiary;may;no;no
1;3339;yes;no;unknown;55;63;unknown;technician;690;2;0;-1;single;secondary;jun;no;no
1;1161;no;yes;cellular;22;119;unknown;student;691;16;0;-1;single;tertiary;jun;no;no
1;599;yes;no;unknown;33;29;unknown;blue-collar;692;21;0;-1;single;primary;may;no;no
2;28;no;no;cellular;53;117;unknown;entrepreneur;693;31;0;-1;married;unknown;jul;no;no
2;1430;no;no;cellular;49;231;unknown;management;694;18;0;-1;married;tertiary;nov;no;no
4;35;no;yes;cellular;51;123;unknown;retired;695;8;0;-1;married;secondary;jul;no;no
1;6000;yes;no;cellular;41;265;unknown;self-employed;696;18;0;-1;married;tertiary;nov;no;no
1;0;yes;no;cellular;34;144;unknown;technician;697;15;0;-1;married;secondary;jul;no;no
3;340;no;yes;unknown;36;559;unknown;blue-collar;698;16;0;-1;single;secondary;jun;no;no
1;0;no;no;cellular;35;74;failure;entrepreneur;699;5;4;168;married;tertiary;may;no;no
1;3;yes;no;cellular;29;183;unknown;services;700;10;0;-1;married;secondary;jul;no;no
1;445;yes;no;cellular;40;631;unknown;technician;701;24;0;-1;single;tertiary;jul;no;no
2;705;no;no;unknown;48;108;unknown;blue-collar;703;13;0;-1;married;secondary;may;no;no
1;123;no;no;cellular;33;264;unknown;technician;706;19;0;-1;single;tertiary;aug;no;no
1;8894;no;no;unknown;55;262;unknown;retired;707;11;0;-1;married;primary;jun;no;no
1;429;yes;no;unknown;41;244;unknown;blue-collar;708;13;0;-1;married;secondary;may;no;no
2;14752;no;no;unknown;42;107;unknown;housemaid;709;19;0;-1;married;primary;may;no;no
1;67;no;no;unknown;46;9;unknown;blue-collar;710;24;0;-1;married;primary;jun;no;no
2;39;no;no;cellular;35;149;unknown;housemaid;711;31;0;-1;divorced;secondary;jul;no;no
2;102;no;no;cellular;28;321;unknown;technician;712;28;0;-1;single;tertiary;jan;no;no
1;1790;no;no;cellular;25;224;failure;student;713;17;3;322;single;secondary;apr;no;no
6;15311;no;no;cellular;56;157;unknown;management;714;29;0;-1;single;tertiary;apr;no;no
1;-635;no;no;cellular;30;250;unknown;admin.;715;25;0;-1;single;secondary;jul;no;no
4;115;no;no;cellular;45;209;unknown;blue-collar;716;11;0;-1;married;secondary;aug;no;no
3;10786;no;no;unknown;40;111;unknown;management;717;20;0;-1;married;tertiary;jun;no;no
2;498;yes;no;cellular;40;55;failure;blue-collar;718;8;4;298;married;secondary;may;no;no
13;1045;yes;yes;cellular;39;290;unknown;blue-collar;719;9;0;-1;married;secondary;jul;no;no
1;810;no;no;unknown;48;383;unknown;entrepreneur;720;6;0;-1;married;tertiary;jun;no;no
1;-162;yes;no;cellular;31;380;unknown;technician;721;18;0;-1;single;tertiary;may;no;no
3;55;no;no;cellular;32;124;unknown;management;722;2;0;-1;married;tertiary;feb;no;no
2;586;yes;yes;unknown;34;224;unknown;services;723;8;0;-1;married;secondary;may;no;no
1;455;no;no;cellular;26;240;other;technician;724;29;8;182;single;secondary;jan;no;no
3;1010;yes;no;cellular;31;385;other;management;725;15;9;364;married;tertiary;may;no;no
1;509;yes;no;cellular;37;133;unknown;management;726;6;0;-1;single;tertiary;may;no;no
1;2929;no;no;cellular;29;91;unknown;student;727;11;0;-1;single;unknown;aug;no;no
3;3071;yes;yes;cellular;57;63;unknown;technician;728;7;0;-1;married;secondary;may;no;no
2;153;yes;no;cellular;47;192;unknown;management;729;18;0;-1;single;tertiary;nov;no;no
2;1146;yes;no;unknown;38;91;unknown;self-employed;730;21;0;-1;single;secondary;may;no;no
1;1092;no;yes;cellular;48;79;failure;blue-collar;731;18;8;172;married;primary;nov;no;no
2;1158;yes;no;cellular;33;25;unknown;admin.;733;20;0;-1;married;secondary;apr;no;no
2;26;yes;no;cellular;28;227;unknown;admin.;734;7;0;-1;single;secondary;may;no;no
1;566;no;no;cellular;30;110;unknown;services;735;5;0;-1;single;secondary;feb;no;no
2;204;no;no;cellular;52;134;unknown;technician;736;7;0;-1;divorced;secondary;aug;no;no
1;1855;yes;no;cellular;36;75;failure;technician;738;4;1;273;single;secondary;feb;no;no
2;1034;no;no;cellular;46;109;unknown;services;739;8;0;-1;married;secondary;aug;no;no
3;3250;no;no;cellular;57;162;unknown;management;740;20;0;-1;married;tertiary;aug;no;no
1;0;yes;no;cellular;46;154;other;services;742;22;1;124;married;secondary;jun;no;no
1;4020;yes;yes;cellular;33;251;unknown;management;744;15;0;-1;married;tertiary;apr;no;no
1;66;no;yes;telephone;53;141;unknown;management;745;8;0;-1;married;secondary;jul;no;no
1;-41;yes;yes;cellular;41;154;unknown;technician;746;3;0;-1;single;secondary;apr;no;no
1;322;yes;no;cellular;60;63;unknown;blue-collar;747;7;0;-1;married;secondary;may;no;no
1;2643;no;yes;cellular;35;259;unknown;entrepreneur;748;8;0;-1;married;primary;jul;no;no
1;49;yes;no;unknown;43;100;unknown;blue-collar;749;9;0;-1;divorced;primary;may;no;no
10;1;no;no;unknown;57;17;unknown;admin.;750;15;0;-1;divorced;primary;may;no;no
9;3098;yes;no;telephone;46;192;unknown;admin.;751;21;0;-1;married;secondary;nov;no;no
9;352;yes;no;unknown;31;97;unknown;blue-collar;752;19;0;-1;married;primary;may;no;no
2;65;no;no;cellular;53;41;unknown;technician;753;25;0;-1;married;secondary;aug;no;no
3;1949;yes;no;unknown;35;200;unknown;blue-collar;754;2;0;-1;married;secondary;jun;no;no
3;739;yes;no;cellular;32;91;unknown;admin.;755;20;0;-1;single;secondary;nov;no;no
2;231;yes;no;cellular;50;397;unknown;admin.;757;21;0;-1;married;secondary;nov;no;no
1;1136;yes;no;unknown;40;86;unknown;blue-collar;758;21;0;-1;married;primary;may;no;no
1;233;no;no;cellular;42;446;unknown;entrepreneur;759;5;0;-1;married;tertiary;feb;no;no
1;817;no;no;cellular;59;304;unknown;admin.;760;9;0;-1;married;secondary;apr;no;no
4;1128;yes;no;unknown;27;88;unknown;blue-collar;761;30;0;-1;single;primary;jun;no;no
2;1831;yes;no;cellular;32;86;unknown;management;762;20;0;-1;single;tertiary;apr;no;no
1;450;yes;no;cellular;35;63;unknown;technician;763;13;0;-1;single;secondary;may;no;no
2;0;yes;no;cellular;28;335;failure;services;764;5;8;281;married;secondary;may;no;no
2;414;no;no;cellular;37;293;failure;management;765;29;4;162;divorced;secondary;jan;no;no
4;1052;yes;no;unknown;57;227;unknown;management;766;13;0;-1;married;primary;may;no;no
2;1022;yes;no;unknown;42;146;unknown;admin.;767;5;0;-1;single;secondary;may;no;no
3;343;yes;no;cellular;55;276;unknown;admin.;768;14;0;-1;married;primary;jul;no;no
3;1944;yes;no;cellular;52;238;failure;management;769;15;2;323;married;tertiary;apr;no;no
6;-32;yes;yes;cellular;26;14;unknown;blue-collar;770;31;0;-1;single;secondary;jul;no;no
2;1781;yes;no;unknown;52;144;unknown;technician;771;19;0;-1;married;secondary;may;no;no
1;350;no;no;cellular;26;367;unknown;management;772;8;0;-1;single;tertiary;jul;no;no
1;2;yes;no;cellular;33;132;unknown;unemployed;773;16;0;-1;married;secondary;jul;no;no
4;111;yes;yes;unknown;24;42;unknown;blue-collar;774;27;0;-1;single;primary;may;no;no
1;168;yes;no;unknown;37;227;unknown;management;775;5;0;-1;divorced;tertiary;jun;no;no
8;3;no;no;telephone;28;40;failure;technician;776;18;6;349;single;secondary;may;no;no
2;102;yes;no;unknown;30;614;unknown;technician;777;7;0;-1;single;secondary;may;no;no
1;0;yes;no;unknown;33;270;unknown;blue-collar;778;15;0;-1;married;primary;may;no;no
1;159;no;no;unknown;55;15;unknown;unknown;779;4;0;-1;married;primary;sep;no;no
2;1134;yes;no;unknown;33;304;unknown;blue-collar;780;23;0;-1;married;secondary;may;no;no
3;352;yes;no;cellular;42;79;unknown;blue-collar;781;11;0;-1;married;secondary;may;no;no
1;865;yes;no;cellular;37;101;unknown;management;782;3;0;-1;married;tertiary;jun;no;no
3;179;yes;no;unknown;59;55;unknown;blue-collar;783;5;0;-1;married;primary;may;no;no
3;5;yes;no;unknown;27;205;unknown;blue-collar;784;19;0;-1;single;secondary;may;no;no
2;-230;yes;no;cellular;23;259;unknown;student;785;18;0;-1;married;tertiary;may;yes;no
2;0;no;no;cellular;51;60;unknown;management;786;13;0;-1;divorced;tertiary;aug;no;no
2;3924;yes;no;cellular;50;122;unknown;blue-collar;787;20;0;-1;married;primary;apr;no;no
5;764;yes;no;cellular;43;557;unknown;technician;788;14;0;-1;married;secondary;jul;no;no
1;511;yes;no;telephone;37;42;unknown;blue-collar;789;11;0;-1;divorced;primary;may;no;no
8;4348;yes;no;cellular;34;373;unknown;management;790;28;0;-1;single;tertiary;aug;no;no
3;3016;yes;no;cellular;41;80;unknown;management;791;14;0;-1;married;tertiary;jul;no;no
3;279;no;no;cellular;26;239;unknown;student;792;7;0;-1;single;secondary;may;no;no
1;1405;no;no;unknown;49;29;unknown;management;793;8;0;-1;divorced;tertiary;jun;no;no
4;162;yes;no;unknown;30;186;unknown;management;795;20;0;-1;single;tertiary;may;no;no
1;792;no;no;unknown;38;430;unknown;services;796;6;0;-1;divorced;secondary;jun;no;no
2;111;no;no;telephone;58;58;unknown;management;797;24;0;-1;married;secondary;mar;no;no
1;1281;no;no;cellular;34;279;failure;student;798;25;1;117;single;unknown;aug;no;no
2;1012;yes;no;cellular;53;332;unknown;services;799;28;0;-1;divorced;unknown;jul;no;no
2;2881;no;no;cellular;50;510;other;management;800;5;5;2;married;tertiary;aug;no;no
1;445;yes;no;cellular;30;218;failure;blue-collar;801;16;2;330;single;secondary;apr;no;no
2;643;yes;no;cellular;40;74;failure;management;802;17;1;256;married;secondary;apr;no;no
1;254;no;no;cellular;57;676;unknown;housemaid;803;8;0;-1;single;secondary;oct;no;no
2;-1212;yes;no;cellular;40;1259;failure;management;804;15;18;333;married;tertiary;may;no;no
3;2125;yes;yes;cellular;41;285;failure;technician;805;21;4;116;married;secondary;nov;no;no
1;629;yes;no;cellular;53;298;unknown;technician;806;8;0;-1;divorced;unknown;may;no;no
4;-202;yes;yes;cellular;48;225;unknown;blue-collar;807;30;0;-1;married;secondary;jul;no;no
2;271;yes;no;cellular;32;80;other;technician;808;13;2;268;single;secondary;may;no;no
3;-216;yes;no;cellular;46;404;unknown;blue-collar;810;28;0;-1;married;secondary;jul;no;no
1;88;no;yes;cellular;45;332;unknown;services;811;7;0;-1;divorced;secondary;jul;no;no
1;16;yes;no;cellular;51;158;unknown;admin.;812;30;0;-1;single;tertiary;jan;no;no
1;466;yes;no;cellular;31;164;unknown;management;813;14;0;-1;married;secondary;may;no;no
1;-75;yes;no;cellular;47;57;other;technician;814;4;1;247;married;secondary;feb;no;no
1;456;no;no;cellular;32;121;unknown;blue-collar;815;12;0;-1;married;secondary;may;no;no
1;77;yes;no;cellular;41;56;unknown;technician;816;7;0;-1;married;secondary;may;no;no
1;-244;no;no;unknown;37;178;unknown;services;817;3;0;-1;single;secondary;jul;no;no
1;1209;no;no;cellular;27;283;unknown;blue-collar;818;29;0;-1;single;primary;jan;no;no
1;58;yes;no;cellular;27;113;other;services;819;7;2;337;married;secondary;may;no;no
5;421;no;no;cellular;50;22;unknown;management;820;20;0;-1;married;secondary;nov;yes;no
2;112;yes;no;cellular;31;159;failure;management;821;2;1;271;single;tertiary;feb;no;no
1;13669;no;no;cellular;40;138;other;self-employed;822;15;8;136;married;tertiary;oct;no;no
1;794;no;no;telephone;39;182;unknown;technician;824;2;0;-1;married;tertiary;feb;no;no
3;1957;no;no;cellular;31;112;unknown;entrepreneur;825;4;0;-1;single;tertiary;feb;no;no
1;454;yes;no;cellular;48;114;unknown;technician;826;10;0;-1;married;secondary;jul;no;no
8;882;no;yes;cellular;32;80;unknown;blue-collar;827;29;0;-1;single;primary;jul;no;no
1;168;yes;no;telephone;47;66;other;unemployed;828;30;1;241;married;primary;jan;no;no
22;714;yes;no;cellular;35;135;unknown;management;829;26;0;-1;single;tertiary;aug;no;no
1;0;no;no;cellular;42;99;unknown;management;830;7;0;-1;single;tertiary;sep;no;no
1;163;no;no;cellular;59;464;unknown;retired;832;24;0;-1;married;secondary;jul;no;no
2;3190;yes;no;unknown;38;20;unknown;admin.;833;20;0;-1;married;secondary;jun;no;no
4;1772;no;no;cellular;50;206;unknown;unemployed;834;29;0;-1;married;secondary;jul;no;no
2;-151;no;no;cellular;27;283;unknown;services;835;8;0;-1;single;secondary;jul;no;no
1;16;no;no;unknown;55;64;unknown;housemaid;836;20;0;-1;married;primary;jun;no;no
3;454;no;no;cellular;31;73;unknown;technician;838;4;0;-1;single;tertiary;feb;no;no
2;4798;yes;no;unknown;37;156;unknown;entrepreneur;839;20;0;-1;married;tertiary;may;no;no
7;-298;yes;no;unknown;28;559;unknown;technician;840;3;0;-1;single;secondary;jun;yes;no
2;439;no;no;cellular;42;143;unknown;technician;841;20;0;-1;married;secondary;aug;no;no
1;1927;yes;no;unknown;40;62;unknown;services;842;15;0;-1;divorced;secondary;may;no;no
2;671;yes;yes;cellular;59;219;failure;management;843;29;5;259;single;secondary;jan;no;no
3;65;yes;no;cellular;40;15;unknown;services;844;15;0;-1;single;secondary;may;no;no
1;-932;yes;no;cellular;43;567;unknown;technician;845;16;0;-1;married;secondary;apr;no;no
2;4366;yes;no;cellular;38;188;unknown;technician;846;29;0;-1;single;secondary;jul;no;no
2;0;yes;no;cellular;54;159;unknown;retired;847;11;0;-1;married;primary;jul;no;no
2;4900;yes;no;telephone;41;121;unknown;blue-collar;848;31;0;-1;married;secondary;jul;no;no
1;148;no;no;unknown;33;717;unknown;management;850;20;0;-1;married;tertiary;may;no;no
3;5;no;no;cellular;46;71;unknown;blue-collar;851;18;0;-1;married;secondary;aug;no;no
2;-148;no;no;cellular;36;144;unknown;management;852;18;0;-1;married;secondary;nov;no;no
1;113;no;yes;cellular;48;38;unknown;technician;853;22;0;-1;divorced;tertiary;jul;no;no
2;-105;yes;no;cellular;42;60;unknown;management;854;28;0;-1;married;secondary;aug;no;no
4;-1680;yes;yes;unknown;49;92;unknown;technician;856;27;0;-1;married;secondary;jun;yes;no
2;-461;no;no;cellular;36;254;failure;blue-collar;857;11;1;353;married;secondary;may;no;no
1;144;yes;yes;cellular;34;104;failure;technician;858;14;19;85;single;tertiary;oct;no;no
5;4;yes;yes;cellular;51;74;unknown;entrepreneur;859;20;0;-1;divorced;tertiary;apr;no;no
2;309;no;no;cellular;58;156;unknown;blue-collar;860;19;0;-1;married;primary;aug;no;no
2;866;no;no;cellular;48;146;unknown;management;861;29;0;-1;married;tertiary;jan;no;no
4;489;yes;no;unknown;49;84;unknown;self-employed;863;27;0;-1;married;primary;may;no;no
2;8167;yes;no;unknown;43;114;unknown;management;864;19;0;-1;married;primary;may;no;no
3;-255;no;yes;unknown;32;957;unknown;blue-collar;865;2;0;-1;single;secondary;jul;no;no
3;3671;no;no;unknown;54;67;unknown;retired;866;11;0;-1;married;secondary;jun;no;no
11;636;yes;no;cellular;33;211;unknown;blue-collar;867;9;0;-1;divorced;primary;jul;no;no
2;141;yes;no;cellular;35;299;unknown;technician;868;19;0;-1;married;secondary;aug;no;no
6;150;yes;yes;cellular;56;102;failure;technician;869;11;1;349;married;secondary;may;no;no
1;839;no;yes;unknown;57;225;unknown;technician;870;5;0;-1;married;secondary;may;no;no
2;716;yes;no;cellular;33;234;unknown;technician;872;14;0;-1;single;secondary;may;no;no
6;2485;no;no;telephone;29;48;unknown;technician;873;24;0;-1;single;tertiary;jul;no;no
1;15030;yes;no;cellular;38;167;other;management;874;13;7;174;single;tertiary;may;no;no
2;11303;no;no;cellular;37;500;unknown;admin.;875;26;0;-1;married;secondary;may;no;no
2;595;no;no;cellular;33;22;unknown;entrepreneur;876;7;0;-1;married;tertiary;aug;no;no
2;19358;no;no;cellular;30;258;unknown;management;877;19;0;-1;single;tertiary;nov;no;no
1;203;no;yes;cellular;31;177;unknown;self-employed;878;19;0;-1;single;secondary;nov;no;no
2;183;yes;yes;unknown;28;62;unknown;technician;879;28;0;-1;single;tertiary;may;no;no
2;102;yes;no;telephone;31;460;failure;technician;881;17;2;345;single;secondary;apr;no;no
4;94;yes;no;cellular;50;184;unknown;housemaid;882;22;0;-1;divorced;primary;jul;no;no
3;58;yes;no;telephone;45;119;failure;entrepreneur;883;13;3;371;married;primary;may;no;no
6;606;no;no;cellular;48;77;unknown;management;884;5;0;-1;married;primary;mar;no;no
1;0;no;yes;cellular;41;107;unknown;technician;885;23;0;-1;married;secondary;jul;no;no
1;338;yes;no;unknown;41;87;unknown;blue-collar;887;14;0;-1;married;secondary;may;no;no
4;757;yes;no;unknown;43;315;unknown;blue-collar;888;9;0;-1;married;primary;may;no;no
2;9269;yes;yes;cellular;36;107;unknown;management;889;19;0;-1;married;tertiary;nov;no;no
5;1206;no;yes;telephone;40;201;unknown;blue-collar;890;16;0;-1;married;primary;jul;no;no
1;882;no;yes;cellular;28;94;failure;management;891;29;2;205;single;tertiary;jan;no;no
2;61;yes;no;cellular;49;185;failure;management;893;29;1;246;single;secondary;jan;no;no
1;0;yes;no;cellular;37;77;unknown;technician;894;17;0;-1;married;tertiary;nov;no;no
3;1407;yes;no;cellular;31;142;unknown;blue-collar;895;6;0;-1;married;secondary;may;no;no
1;25;no;no;cellular;31;381;unknown;technician;896;2;0;-1;single;secondary;feb;yes;no
2;1354;yes;yes;cellular;31;222;unknown;blue-collar;897;17;0;-1;married;secondary;nov;no;no
1;793;yes;no;cellular;35;106;unknown;blue-collar;898;17;0;-1;married;primary;apr;no;no
1;10287;yes;no;unknown;51;117;unknown;blue-collar;899;29;0;-1;divorced;unknown;may;no;no
3;5235;no;no;cellular;33;67;unknown;technician;900;7;0;-1;single;secondary;aug;no;no
2;3;yes;no;cellular;30;45;failure;technician;901;6;2;169;single;tertiary;may;no;no
2;409;no;yes;cellular;58;643;unknown;technician;902;14;0;-1;single;secondary;jul;no;no
1;35;yes;no;cellular;34;76;failure;admin.;903;15;2;69;married;tertiary;oct;no;no
6;-459;no;no;cellular;45;508;unknown;management;904;21;0;-1;married;tertiary;aug;no;no
2;99;yes;no;cellular;31;193;other;blue-collar;906;17;1;322;married;primary;apr;no;no
6;60;no;no;unknown;40;172;unknown;management;907;16;0;-1;married;tertiary;jun;no;no
2;3485;no;no;cellular;30;142;unknown;services;908;2;0;-1;single;secondary;feb;no;no
2;-139;yes;yes;unknown;34;492;unknown;entrepreneur;909;27;0;-1;married;secondary;may;no;no
1;952;no;yes;unknown;40;140;unknown;blue-collar;910;12;0;-1;married;secondary;jun;no;no
2;1427;no;no;unknown;59;140;unknown;retired;911;18;0;-1;married;primary;jun;no;no
2;1017;yes;no;unknown;43;257;unknown;technician;912;19;0;-1;single;tertiary;may;no;no
2;-29;no;no;cellular;41;41;failure;management;913;29;2;266;married;tertiary;jan;no;no
2;9;no;no;cellular;33;91;unknown;technician;914;21;0;-1;divorced;secondary;aug;no;no
2;4040;yes;no;cellular;33;132;unknown;management;915;20;0;-1;married;secondary;apr;no;no
1;13;no;no;unknown;36;284;unknown;blue-collar;916;3;0;-1;married;secondary;jun;no;no
2;1259;no;no;cellular;32;184;unknown;self-employed;917;25;0;-1;single;secondary;jul;no;no
1;18;yes;no;cellular;25;225;unknown;admin.;918;18;0;-1;married;secondary;jul;no;no
3;-76;yes;no;unknown;25;241;unknown;blue-collar;919;12;0;-1;married;secondary;may;no;no
3;221;no;no;cellular;38;79;unknown;technician;920;20;0;-1;single;tertiary;aug;no;no
1;136;yes;no;cellular;34;156;unknown;management;921;22;0;-1;married;tertiary;apr;no;no
2;16353;no;no;cellular;67;223;unknown;blue-collar;922;27;0;-1;married;secondary;oct;no;no
1;-63;yes;no;unknown;32;198;unknown;blue-collar;923;30;0;-1;married;secondary;may;no;no
2;7353;no;no;cellular;45;536;unknown;housemaid;924;13;0;-1;married;primary;aug;no;no
2;511;yes;no;unknown;33;304;unknown;blue-collar;925;21;0;-1;married;primary;may;no;no
2;3913;yes;no;cellular;38;196;failure;admin.;926;20;2;315;married;primary;apr;no;no
2;1097;yes;no;unknown;32;298;unknown;technician;927;12;0;-1;divorced;secondary;may;no;no
6;6102;yes;yes;unknown;54;86;unknown;retired;928;21;0;-1;divorced;tertiary;may;no;no
1;340;yes;no;unknown;51;186;unknown;admin.;929;8;0;-1;divorced;secondary;may;no;no
3;-119;yes;no;cellular;42;167;unknown;blue-collar;930;22;0;-1;married;primary;jul;no;no
12;2993;yes;no;cellular;41;24;unknown;admin.;931;22;0;-1;married;secondary;jul;no;no
3;3575;no;yes;cellular;39;74;unknown;management;932;18;0;-1;divorced;tertiary;aug;no;no
1;361;yes;no;unknown;38;601;unknown;blue-collar;933;11;0;-1;married;secondary;jun;no;no
2;1072;yes;no;unknown;39;1168;unknown;management;934;27;0;-1;married;secondary;may;no;no
2;2904;no;no;cellular;46;277;unknown;blue-collar;935;20;0;-1;married;primary;apr;no;no
3;1790;no;yes;cellular;50;748;unknown;entrepreneur;936;6;0;-1;divorced;tertiary;feb;no;no
1;86;yes;no;unknown;33;364;unknown;blue-collar;937;19;0;-1;married;secondary;may;no;no
3;1633;yes;no;unknown;37;229;unknown;technician;938;19;0;-1;married;secondary;may;no;no
13;8312;no;no;cellular;31;43;unknown;management;939;29;0;-1;married;tertiary;aug;no;no
1;222;yes;no;cellular;36;317;failure;management;942;6;2;169;married;tertiary;may;no;no
22;109;no;no;unknown;40;402;unknown;technician;943;20;0;-1;married;secondary;jun;no;no
6;3163;no;no;cellular;52;56;unknown;management;946;25;0;-1;married;tertiary;aug;no;no
2;888;yes;no;unknown;40;169;unknown;services;947;12;0;-1;single;secondary;may;no;no
1;428;yes;no;cellular;48;127;unknown;blue-collar;948;18;0;-1;single;unknown;may;no;no
3;106;no;no;cellular;33;175;unknown;management;949;20;0;-1;divorced;secondary;aug;no;no
2;0;no;no;cellular;44;56;unknown;technician;950;12;0;-1;divorced;secondary;aug;no;no
1;979;no;yes;cellular;55;123;unknown;management;951;8;0;-1;married;tertiary;jul;no;no
2;2662;no;no;telephone;51;148;unknown;admin.;952;28;0;-1;married;secondary;jan;no;no
1;84;no;no;cellular;34;231;unknown;management;953;5;0;-1;single;tertiary;feb;no;no
1;5920;yes;no;cellular;58;255;unknown;retired;954;23;0;-1;divorced;unknown;jul;no;no
3;816;yes;no;cellular;39;37;unknown;management;955;27;0;-1;single;tertiary;aug;no;no
1;3276;no;no;cellular;27;106;other;unemployed;956;5;2;110;single;secondary;aug;no;no
1;2;yes;no;unknown;55;95;unknown;management;957;19;0;-1;divorced;unknown;may;no;no
2;-51;no;no;unknown;35;134;unknown;technician;958;2;0;-1;single;secondary;jul;no;no
2;3315;yes;no;cellular;37;820;unknown;technician;959;9;0;-1;single;tertiary;apr;no;no
1;196;yes;yes;cellular;52;116;failure;technician;960;24;3;273;married;secondary;feb;no;no
1;552;yes;no;cellular;41;463;unknown;blue-collar;961;12;0;-1;married;secondary;may;no;no
3;2347;no;yes;cellular;52;603;unknown;admin.;962;12;0;-1;married;secondary;aug;no;no
5;3723;yes;no;unknown;34;47;unknown;blue-collar;963;27;0;-1;single;secondary;may;no;no
